ID,Suhu,Humid,Hujan,NDVI,Luas Konversi,Kecamatan,Label
D13172,28.0,88,183,0.46,845,Rawas Ulu,Rendah
D13173,28.1,89,726,0.45,914,Rawas Ulu,Sedang
D13174,28.9,87,201,0.44,904,Rawas Ulu,Sedang
D13175,29.2,86,1146,0.41,852,Rawas Ulu,Sedang
D13176,29.0,84,465,0.48,867,Rawas Ulu,Sedang
D13177,29.5,83,132,0.48,890,Rawas Ulu,Sedang
D13178,28.3,83,225,0.43,883,Rawas Ulu,Sedang
D13179,28.9,84,159,0.44,832,Rawas Ulu,Sedang
D13180,28.0,86,117,0.43,862,Rawas Ulu,Rendah
D13181,30.9,82,21,0.4,901,Rawas Ulu,Sedang
D13182,28.9,86,330,0.47,879,Rawas Ulu,Sedang
D13183,28.2,85,387,0.46,881,Rawas Ulu,Sedang
D13184,29.5,80,339,0.43,849,Rawas Ulu,Sedang
D13185,28.1,87,651,0.43,890,Rawas Ulu,Sedang
D13186,29.0,87,195,0.42,823,Rawas Ulu,Sedang
D13187,28.6,85,99,0.48,895,Rawas Ulu,Sedang
D13188,27.5,88,738,0.41,828,Rawas Ulu,Rendah
D13189,27.6,89,603,0.43,863,Rawas Ulu,Rendah
D13190,28.6,89,720,0.44,889,Rawas Ulu,Sedang
D13191,28.4,89,246,0.45,835,Rawas Ulu,Sedang
D13192,28.6,89,657,0.47,908,Rawas Ulu,Sedang
D13193,29.2,82,618,0.43,851,Rawas Ulu,Sedang
D13194,29.1,85,96,0.44,899,Rawas Ulu,Sedang
D13195,28.2,88,210,0.46,819,Rawas Ulu,Sedang
D13196,28.4,89,354,0.47,885,Rawas Ulu,Sedang
D13197,29.8,86,522,0.44,840,Rawas Ulu,Sedang
D13198,29.6,86,357,0.43,869,Rawas Ulu,Sedang
D13199,29.2,88,720,0.41,874,Rawas Ulu,Sedang
D13200,29.9,85,396,0.47,899,Rawas Ulu,Sedang
D13201,28.3,85,312,0.42,834,Rawas Ulu,Sedang
D13202,28.4,90,300,0.4,845,Rawas Ulu,Sedang
D13203,28.8,89,618,0.43,812,Rawas Ulu,Sedang
D13204,29.3,87,663,0.43,932,Rawas Ulu,Sedang
D13205,29.8,86,345,0.44,921,Rawas Ulu,Sedang
D13206,29.1,86,180,0.4,827,Rawas Ulu,Sedang
D13207,29.4,88,603,0.41,820,Rawas Ulu,Sedang
D13208,28.4,88,336,0.44,848,Rawas Ulu,Sedang
D13209,29.3,88,234,0.43,879,Rawas Ulu,Sedang
D13210,29.0,86,84,0.47,931,Rawas Ulu,Sedang
D13211,27.9,90,534,0.42,868,Rawas Ulu,Rendah
D13212,29.7,87,0,0.47,862,Rawas Ulu,Sedang
D13213,27.8,90,330,0.49,823,Rawas Ulu,Rendah
D13214,27.8,88,132,0.41,870,Rawas Ulu,Rendah
D13215,28.5,90,477,0.42,859,Rawas Ulu,Sedang
D13216,28.3,89,246,0.42,878,Rawas Ulu,Sedang
D13217,28.2,88,342,0.49,872,Rawas Ulu,Sedang
D13218,28.7,87,354,0.43,859,Rawas Ulu,Sedang
D13219,28.3,88,576,0.47,843,Rawas Ulu,Sedang
D13220,29.2,89,678,0.48,901,Rawas Ulu,Sedang
D13221,29.9,85,123,0.47,898,Rawas Ulu,Sedang
D13222,28.9,88,48,0.49,860,Rawas Ulu,Sedang
D13223,30.5,84,96,0.43,911,Rawas Ulu,Sedang
D13224,29.6,87,72,0.48,860,Rawas Ulu,Sedang
D13225,29.1,88,390,0.44,820,Rawas Ulu,Sedang
D13226,31.8,92,1428,0.39,849,Rawas Ulu,Tinggi
D13227,30.5,86,435,0.47,897,Rawas Ulu,Sedang
D13228,30.5,91,462,0.4,887,Rawas Ulu,Sedang
D13229,29.1,90,288,0.44,850,Rawas Ulu,Sedang
D13230,28.2,90,1203,0.43,887,Rawas Ulu,Sedang
D13231,28.4,89,666,0.46,834,Rawas Ulu,Sedang
D13232,29.9,89,753,0.45,850,Rawas Ulu,Sedang
D13233,29.6,91,255,0.47,810,Rawas Ulu,Sedang
D13234,29.2,87,408,0.46,817,Rawas Ulu,Sedang
D13235,30.0,89,84,0.45,927,Rawas Ulu,Sedang
D13236,29.4,89,120,0.45,851,Rawas Ulu,Sedang
D13237,31.5,90,318,0.4,892,Rawas Ulu,Sedang
D13238,29.5,89,246,0.45,883,Rawas Ulu,Sedang
D13239,28.5,88,501,0.4,855,Rawas Ulu,Sedang
D13240,28.5,89,786,0.43,882,Rawas Ulu,Sedang
D13241,28.9,86,867,0.46,884,Rawas Ulu,Sedang
D13242,30.2,85,555,0.42,909,Rawas Ulu,Sedang
D13243,28.3,90,798,0.42,852,Rawas Ulu,Sedang
D13244,28.8,89,483,0.46,858,Rawas Ulu,Sedang
D13245,29.6,90,480,0.45,851,Rawas Ulu,Sedang
D13246,29.6,89,228,0.49,873,Rawas Ulu,Sedang
D13247,30.3,89,567,0.46,844,Rawas Ulu,Sedang
D13248,30.6,86,369,0.45,864,Rawas Ulu,Sedang
D13249,30.5,86,0,0.44,839,Rawas Ulu,Sedang
D13250,31.0,86,198,0.42,876,Rawas Ulu,Sedang
D13251,30.0,87,660,0.41,889,Rawas Ulu,Sedang
D13252,28.2,92,108,0.4,869,Rawas Ulu,Sedang
D13253,30.0,83,12,0.47,848,Rawas Ulu,Sedang
D13254,30.6,83,99,0.47,882,Rawas Ulu,Sedang
D13255,30.2,86,87,0.42,900,Rawas Ulu,Sedang
D13256,30.4,85,9,0.47,874,Rawas Ulu,Sedang
D13257,28.8,89,93,0.47,843,Rawas Ulu,Sedang
D13258,29.0,92,222,0.45,850,Rawas Ulu,Sedang
D13259,28.8,88,255,0.45,853,Rawas Ulu,Sedang
D13260,28.9,88,21,0.48,834,Rawas Ulu,Sedang
D13261,29.1,90,30,0.45,855,Rawas Ulu,Sedang
D13262,30.2,89,39,0.42,902,Rawas Ulu,Sedang
D13263,29.0,90,417,0.43,803,Rawas Ulu,Sedang
D13264,29.0,87,66,0.46,814,Rawas Ulu,Sedang
D13265,29.7,85,12,0.48,853,Rawas Ulu,Sedang
D13266,29.6,88,513,0.41,896,Rawas Ulu,Sedang
D13267,32.1,88,270,0.4,884,Rawas Ulu,Tinggi
D13268,29.9,90,330,0.47,891,Rawas Ulu,Sedang
D13269,30.5,88,87,0.49,876,Rawas Ulu,Sedang
D13270,28.6,90,234,0.43,846,Rawas Ulu,Sedang
D13271,28.6,88,189,0.49,793,Rawas Ulu,Sedang
D13272,29.1,88,282,0.49,859,Rawas Ulu,Sedang
D13273,30.4,86,168,0.41,871,Rawas Ulu,Sedang
D13274,30.4,88,81,0.46,852,Rawas Ulu,Sedang
D13275,28.2,90,489,0.46,865,Rawas Ulu,Sedang
D13276,29.0,87,57,0.48,906,Rawas Ulu,Sedang
D13277,28.2,90,312,0.41,830,Rawas Ulu,Sedang
D13278,29.1,90,642,0.49,871,Rawas Ulu,Sedang
D13279,27.8,91,168,0.4,834,Rawas Ulu,Rendah
D13280,28.9,89,78,0.48,865,Rawas Ulu,Sedang
D13281,29.0,85,258,0.43,859,Rawas Ulu,Sedang
D13282,30.0,84,270,0.43,868,Rawas Ulu,Sedang
D13283,29.7,86,225,0.46,890,Rawas Ulu,Sedang
D13284,29.6,87,12,0.46,855,Rawas Ulu,Sedang
D13285,30.0,88,108,0.46,875,Rawas Ulu,Sedang
D13286,29.0,90,414,0.44,841,Rawas Ulu,Sedang
D13287,31.8,87,216,0.39,888,Rawas Ulu,Tinggi
D13288,29.1,85,57,0.41,851,Rawas Ulu,Sedang
D13289,28.8,87,78,0.47,855,Rawas Ulu,Sedang
D13290,28.2,88,549,0.45,849,Rawas Ulu,Sedang
D13291,28.8,87,12,0.44,873,Rawas Ulu,Sedang
D13292,30.4,85,462,0.4,901,Rawas Ulu,Sedang
D13293,28.7,88,186,0.43,907,Rawas Ulu,Sedang
D13294,28.6,84,360,0.4,832,Rawas Ulu,Sedang
D13295,29.3,88,105,0.49,836,Rawas Ulu,Sedang
D13296,28.9,89,363,0.4,866,Rawas Ulu,Sedang
D13297,29.6,90,414,0.4,849,Rawas Ulu,Sedang
D13298,28.6,90,198,0.49,905,Rawas Ulu,Sedang
D13299,28.7,88,156,0.49,895,Rawas Ulu,Sedang
D13300,29.0,87,66,0.4,871,Rawas Ulu,Sedang
D13301,28.5,88,471,0.48,859,Rawas Ulu,Sedang
D13302,28.1,89,942,0.42,866,Rawas Ulu,Sedang
D13303,29.6,87,12,0.41,883,Rawas Ulu,Sedang
D13304,29.0,88,234,0.44,903,Rawas Ulu,Sedang
D13305,29.9,87,324,0.47,884,Rawas Ulu,Sedang
D13306,27.9,90,864,0.46,924,Rawas Ulu,Rendah
D13307,27.5,90,354,0.42,878,Rawas Ulu,Rendah
D13308,31.7,89,111,0.4,904,Rawas Ulu,Tinggi
D13309,29.7,87,123,0.47,859,Rawas Ulu,Sedang
D13310,30.4,90,486,0.4,861,Rawas Ulu,Sedang
D13311,28.3,89,570,0.41,888,Rawas Ulu,Sedang
D13312,28.5,91,231,0.48,879,Rawas Ulu,Sedang
D13313,29.0,86,6,0.49,824,Rawas Ulu,Sedang
D13314,29.1,88,27,0.45,844,Rawas Ulu,Sedang
D13315,29.1,89,78,0.41,886,Rawas Ulu,Sedang
D13316,29.7,88,33,0.44,870,Rawas Ulu,Sedang
D13317,29.3,85,114,0.47,881,Rawas Ulu,Sedang
D13318,28.5,89,459,0.41,931,Rawas Ulu,Sedang
D13319,29.3,89,786,0.48,845,Rawas Ulu,Sedang
D13320,28.6,81,45,0.47,844,Rawas Ulu,Sedang
D13321,30.2,84,60,0.4,903,Rawas Ulu,Sedang
D13322,28.2,83,6,0.48,886,Rawas Ulu,Sedang
D13323,30.1,84,69,0.43,847,Rawas Ulu,Sedang
D13324,29.0,88,306,0.41,856,Rawas Ulu,Sedang
D13325,27.5,89,69,0.42,795,Rawas Ulu,Rendah
D13326,28.6,84,0,0.42,893,Rawas Ulu,Sedang
D13327,29.0,85,36,0.41,858,Rawas Ulu,Sedang
D13328,29.9,83,9,0.44,920,Rawas Ulu,Sedang
D13329,28.7,87,42,0.48,877,Rawas Ulu,Sedang
D13330,29.1,84,15,0.44,885,Rawas Ulu,Sedang
D13331,28.2,90,333,0.45,854,Rawas Ulu,Sedang
D13332,28.6,81,24,0.43,876,Rawas Ulu,Sedang
D13333,29.1,79,30,0.44,874,Rawas Ulu,Sedang
D13334,29.8,83,387,0.46,875,Rawas Ulu,Sedang
D13335,29.6,88,1122,0.4,843,Rawas Ulu,Sedang
D13336,29.2,86,51,0.48,875,Rawas Ulu,Sedang
D13337,29.2,83,72,0.47,892,Rawas Ulu,Sedang
D13338,29.5,82,0,0.44,830,Rawas Ulu,Sedang
D13339,30.3,84,111,0.39,857,Rawas Ulu,Sedang
D13340,29.1,88,54,0.41,870,Rawas Ulu,Sedang
D13341,28.7,88,180,0.4,824,Rawas Ulu,Sedang
D13342,30.1,83,27,0.48,908,Rawas Ulu,Sedang
D13343,28.8,81,3,0.43,879,Rawas Ulu,Sedang
D13344,29.0,84,66,0.46,831,Rawas Ulu,Sedang
D13345,29.9,85,96,0.46,843,Rawas Ulu,Sedang
D13346,30.5,81,15,0.46,894,Rawas Ulu,Sedang
D13347,28.0,87,258,0.48,839,Rawas Ulu,Sedang
D13348,27.7,90,405,0.44,884,Rawas Ulu,Rendah
D13349,27.9,88,21,0.41,896,Rawas Ulu,Rendah
D13350,28.4,89,279,0.42,891,Rawas Ulu,Sedang
D13351,28.3,91,1191,0.42,868,Rawas Ulu,Sedang
D13352,29.0,89,51,0.46,816,Rawas Ulu,Sedang
D13353,27.8,88,360,0.45,872,Rawas Ulu,Rendah
D13354,29.8,85,39,0.47,874,Rawas Ulu,Sedang
D13355,30.1,82,6,0.43,857,Rawas Ulu,Sedang
D13356,29.7,83,345,0.4,901,Rawas Ulu,Sedang
D13357,27.9,88,609,0.41,846,Rawas Ulu,Rendah
D13358,28.3,87,189,0.49,886,Rawas Ulu,Sedang
D13359,28.8,88,99,0.42,850,Rawas Ulu,Sedang
D13360,28.7,88,63,0.42,911,Rawas Ulu,Sedang
D13361,29.6,88,267,0.48,923,Rawas Ulu,Sedang
D13362,29.9,84,42,0.41,869,Rawas Ulu,Sedang
D13363,29.9,78,3,0.42,837,Rawas Ulu,Sedang
D13364,29.8,75,0,0.41,877,Rawas Ulu,Sedang
D13365,30.7,76,0,0.4,891,Rawas Ulu,Sedang
D13366,29.3,76,0,0.48,864,Rawas Ulu,Sedang
D13367,29.8,75,0,0.46,841,Rawas Ulu,Sedang
D13368,29.8,76,0,0.47,842,Rawas Ulu,Sedang
D13369,29.9,73,3,0.49,842,Rawas Ulu,Sedang
D13370,29.7,85,111,0.44,841,Rawas Ulu,Sedang
D13371,29.6,85,147,0.45,858,Rawas Ulu,Sedang
D13372,27.8,87,153,0.44,877,Rawas Ulu,Rendah
D13373,29.8,86,21,0.45,819,Rawas Ulu,Sedang
D13374,28.6,83,6,0.47,869,Rawas Ulu,Sedang
D13375,28.9,78,3,0.47,877,Rawas Ulu,Sedang
D13376,30.6,76,0,0.43,872,Rawas Ulu,Sedang
D13377,29.3,76,21,0.4,831,Rawas Ulu,Sedang
D13378,29.3,74,0,0.47,903,Rawas Ulu,Sedang
D13379,30.7,74,3,0.45,897,Rawas Ulu,Sedang
D13380,32.8,72,9,0.4,868,Rawas Ulu,Tinggi
D13381,30.5,73,3,0.48,867,Rawas Ulu,Sedang
D13382,30.4,81,246,0.47,860,Rawas Ulu,Sedang
D13383,29.7,88,576,0.49,906,Rawas Ulu,Sedang
D13384,28.1,88,177,0.43,827,Rawas Ulu,Sedang
D13385,30.1,81,6,0.48,825,Rawas Ulu,Sedang
D13386,30.2,78,9,0.49,877,Rawas Ulu,Sedang
D13387,30.6,75,15,0.39,867,Rawas Ulu,Sedang
D13388,30.2,76,3,0.45,886,Rawas Ulu,Sedang
D13389,30.6,70,0,0.44,841,Rawas Ulu,Sedang
D13390,31.1,68,0,0.45,829,Rawas Ulu,Sedang
D13391,31.3,67,0,0.44,873,Rawas Ulu,Sedang
D13392,31.6,66,0,0.46,786,Rawas Ulu,Tinggi
D13393,30.9,62,0,0.48,903,Rawas Ulu,Sedang
D13394,31.1,71,18,0.48,883,Rawas Ulu,Sedang
D13395,32.4,70,18,0.4,813,Rawas Ulu,Tinggi
D13396,30.9,67,0,0.48,824,Rawas Ulu,Sedang
D13397,31.2,71,12,0.4,862,Rawas Ulu,Sedang
D13398,31.3,71,24,0.4,906,Rawas Ulu,Sedang
D13399,34.2,73,24,0.4,873,Rawas Ulu,Tinggi
D13400,32.0,65,0,0.46,883,Rawas Ulu,Tinggi
D13401,32.0,64,6,0.43,892,Rawas Ulu,Tinggi
D13402,32.0,71,39,0.44,831,Rawas Ulu,Tinggi
D13403,31.0,79,549,0.48,870,Rawas Ulu,Sedang
D13404,30.8,79,774,0.44,856,Rawas Ulu,Sedang
D13405,31.3,73,0,0.44,878,Rawas Ulu,Sedang
D13406,31.5,71,6,0.44,859,Rawas Ulu,Tinggi
D13407,30.3,70,0,0.47,889,Rawas Ulu,Sedang
D13408,30.5,73,15,0.44,855,Rawas Ulu,Sedang
D13409,32.2,70,33,0.43,844,Rawas Ulu,Tinggi
D13410,32.3,67,3,0.46,852,Rawas Ulu,Tinggi
D13411,32.0,68,54,0.48,884,Rawas Ulu,Tinggi
D13412,29.9,86,510,0.48,890,Rawas Ulu,Sedang
D13413,30.0,85,417,0.43,872,Rawas Ulu,Sedang
D13414,30.5,81,399,0.49,936,Rawas Ulu,Sedang
D13415,29.6,87,81,0.47,862,Rawas Ulu,Sedang
D13416,29.7,82,63,0.43,816,Rawas Ulu,Sedang
D13417,30.0,86,534,0.43,824,Rawas Ulu,Sedang
D13418,28.5,86,732,0.47,890,Rawas Ulu,Sedang
D13419,28.9,84,351,0.44,859,Rawas Ulu,Sedang
D13420,31.0,79,0,0.41,879,Rawas Ulu,Sedang
D13421,30.1,78,90,0.42,789,Rawas Ulu,Sedang
D13422,29.2,84,330,0.45,894,Rawas Ulu,Sedang
D13423,31.2,79,9,0.49,908,Rawas Ulu,Sedang
D13424,29.3,84,141,0.46,849,Rawas Ulu,Sedang
D13425,30.0,85,516,0.45,840,Rawas Ulu,Sedang
D13426,29.9,81,135,0.47,897,Rawas Ulu,Sedang
D13427,29.7,80,375,0.41,879,Rawas Ulu,Sedang
D13428,30.7,83,396,0.46,870,Rawas Ulu,Sedang
D13429,30.2,87,90,0.44,853,Rawas Ulu,Sedang
D13430,28.3,87,447,0.41,860,Rawas Ulu,Sedang
D13431,28.9,88,657,0.44,852,Rawas Ulu,Sedang
D13432,29.0,87,147,0.46,859,Rawas Ulu,Sedang
D13433,29.2,83,423,0.4,871,Rawas Ulu,Sedang
D13434,30.4,79,60,0.43,834,Rawas Ulu,Sedang
D13435,30.1,83,180,0.41,882,Rawas Ulu,Sedang
D13436,29.3,87,198,0.42,823,Rawas Ulu,Sedang
D13437,29.3,85,228,0.43,852,Rawas Ulu,Sedang
D13438,28.9,91,1107,0.46,876,Rawas Ulu,Sedang
D13439,29.0,86,546,0.49,868,Rawas Ulu,Sedang
D13440,28.9,90,351,0.45,903,Rawas Ulu,Sedang
D13441,29.1,90,423,0.48,847,Rawas Ulu,Sedang
D13442,29.8,87,435,0.44,855,Rawas Ulu,Sedang
D13443,28.4,88,195,0.41,895,Rawas Ulu,Sedang
D13444,29.4,88,33,0.46,896,Rawas Ulu,Sedang
D13445,30.0,86,87,0.43,916,Rawas Ulu,Sedang
D13446,29.0,92,957,0.42,847,Rawas Ulu,Sedang
D13447,30.1,85,21,0.48,833,Rawas Ulu,Sedang
D13448,29.9,88,855,0.43,904,Rawas Ulu,Sedang
D13449,28.1,93,798,0.46,834,Rawas Ulu,Sedang
D13450,28.1,89,594,0.4,869,Rawas Ulu,Sedang
D13451,27.7,91,495,0.4,885,Rawas Ulu,Rendah
D13452,28.8,88,336,0.43,886,Rawas Ulu,Sedang
D13453,29.2,88,231,0.44,865,Rawas Ulu,Sedang
D13454,29.4,90,711,0.43,858,Rawas Ulu,Sedang
D13455,28.5,91,429,0.41,885,Rawas Ulu,Sedang
D13456,29.7,88,426,0.45,865,Rawas Ulu,Sedang
D13457,28.5,88,624,0.41,819,Rawas Ulu,Sedang
D13458,28.6,87,240,0.43,836,Rawas Ulu,Sedang
D13459,28.8,87,516,0.48,868,Rawas Ulu,Sedang
D13460,29.6,89,603,0.45,887,Rawas Ulu,Sedang
D13461,29.2,90,480,0.47,921,Rawas Ulu,Sedang
D13462,29.9,82,51,0.43,860,Rawas Ulu,Sedang
D13463,29.4,89,183,0.47,877,Rawas Ulu,Sedang
D13464,29.4,88,327,0.42,935,Rawas Ulu,Sedang
D13465,28.2,89,357,0.4,867,Rawas Ulu,Sedang
D13466,29.6,86,576,0.44,863,Rawas Ulu,Sedang
D13467,30.4,84,204,0.44,849,Rawas Ulu,Sedang
D13468,30.0,88,819,0.41,849,Rawas Ulu,Sedang
D13469,32.0,89,27,0.39,899,Rawas Ulu,Tinggi
D13470,29.2,89,501,0.48,825,Rawas Ulu,Sedang
D13471,28.3,88,399,0.46,907,Rawas Ulu,Sedang
D13472,29.0,90,291,0.41,852,Rawas Ulu,Sedang
D13473,29.7,90,456,0.46,868,Rawas Ulu,Sedang
D13474,28.9,89,555,0.42,900,Rawas Ulu,Sedang
D13475,28.0,90,648,0.44,859,Rawas Ulu,Sedang
D13476,29.6,88,273,0.44,858,Rawas Ulu,Sedang
D13477,28.8,85,159,0.42,862,Rawas Ulu,Sedang
D13478,29.4,86,390,0.49,875,Rawas Ulu,Sedang
D13479,28.3,88,510,0.48,880,Rawas Ulu,Sedang
D13480,28.7,88,654,0.48,856,Rawas Ulu,Sedang
D13481,29.8,88,441,0.43,853,Rawas Ulu,Sedang
D13482,29.8,89,204,0.49,876,Rawas Ulu,Sedang
D13483,30.0,87,561,0.43,868,Rawas Ulu,Sedang
D13484,28.8,90,1605,0.41,897,Rawas Ulu,Sedang
D13485,28.7,86,231,0.45,925,Rawas Ulu,Sedang
D13486,28.6,92,282,0.43,900,Rawas Ulu,Sedang
D13487,30.1,86,576,0.4,850,Rawas Ulu,Sedang
D13488,30.1,87,690,0.46,942,Rawas Ulu,Sedang
D13489,29.0,91,309,0.47,897,Rawas Ulu,Sedang
D13490,30.5,86,903,0.39,944,Rawas Ulu,Sedang
D13491,29.5,89,666,0.46,931,Rawas Ulu,Sedang
D13492,31.3,88,903,0.39,883,Rawas Ulu,Sedang
D13493,28.0,90,165,0.46,914,Rawas Ulu,Rendah
D13494,30.3,84,975,0.41,911,Rawas Ulu,Sedang
D13495,29.8,92,1116,0.39,928,Rawas Ulu,Sedang
D13496,28.9,88,444,0.45,958,Rawas Ulu,Sedang
D13497,29.2,88,582,0.42,893,Rawas Ulu,Sedang
D13498,29.2,88,729,0.43,904,Rawas Ulu,Sedang
D13499,30.3,90,654,0.39,892,Rawas Ulu,Sedang
D13500,29.4,88,984,0.4,834,Rawas Ulu,Sedang
D13501,28.4,87,237,0.43,865,Rawas Ulu,Sedang
D13502,30.0,87,528,0.42,940,Rawas Ulu,Sedang
D13503,29.5,88,867,0.46,958,Rawas Ulu,Sedang
D13504,28.9,89,135,0.47,925,Rawas Ulu,Sedang
D13505,30.0,87,600,0.43,866,Rawas Ulu,Sedang
D13506,29.6,86,276,0.44,871,Rawas Ulu,Sedang
D13507,30.1,84,153,0.45,922,Rawas Ulu,Sedang
D13508,32.2,85,834,0.4,947,Rawas Ulu,Tinggi
D13509,29.1,87,282,0.47,891,Rawas Ulu,Sedang
D13510,30.2,86,582,0.44,889,Rawas Ulu,Sedang
D13511,27.8,87,441,0.41,909,Rawas Ulu,Rendah
D13512,31.5,87,495,0.39,908,Rawas Ulu,Tinggi
D13513,29.9,82,249,0.48,889,Rawas Ulu,Sedang
D13514,28.8,82,186,0.4,871,Rawas Ulu,Sedang
D13515,29.9,86,243,0.47,885,Rawas Ulu,Sedang
D13516,30.2,87,630,0.46,908,Rawas Ulu,Sedang
D13517,30.0,90,486,0.39,840,Rawas Ulu,Sedang
D13518,28.8,91,318,0.44,918,Rawas Ulu,Sedang
D13519,28.4,90,285,0.41,885,Rawas Ulu,Sedang
D13520,29.1,86,156,0.48,937,Rawas Ulu,Sedang
D13521,28.7,92,621,0.42,896,Rawas Ulu,Sedang
D13522,29.8,90,183,0.43,910,Rawas Ulu,Sedang
D13523,29.4,91,951,0.44,899,Rawas Ulu,Sedang
D13524,29.2,88,684,0.41,928,Rawas Ulu,Sedang
D13525,30.7,91,339,0.39,834,Rawas Ulu,Sedang
D13526,29.8,88,231,0.44,936,Rawas Ulu,Sedang
D13527,28.7,82,66,0.48,905,Rawas Ulu,Sedang
D13528,30.0,85,240,0.45,914,Rawas Ulu,Sedang
D13529,29.9,89,366,0.39,923,Rawas Ulu,Sedang
D13530,30.1,91,885,0.39,908,Rawas Ulu,Sedang
D13531,28.2,90,711,0.47,905,Rawas Ulu,Sedang
D13532,28.2,90,1494,0.4,837,Rawas Ulu,Sedang
D13533,29.9,86,2337,0.45,914,Rawas Ulu,Sedang
D13534,30.4,86,129,0.47,900,Rawas Ulu,Sedang
D13535,28.4,89,726,0.42,930,Rawas Ulu,Sedang
D13536,30.0,87,567,0.41,887,Rawas Ulu,Sedang
D13537,31.6,90,477,0.38,913,Rawas Ulu,Tinggi
D13538,29.1,86,135,0.46,916,Rawas Ulu,Sedang
D13539,30.1,88,591,0.41,852,Rawas Ulu,Sedang
D13540,28.2,88,837,0.43,923,Rawas Ulu,Sedang
D13541,28.9,89,564,0.46,864,Rawas Ulu,Sedang
D13542,30.4,84,51,0.45,866,Rawas Ulu,Sedang
D13543,30.5,85,495,0.44,858,Rawas Ulu,Sedang
D13544,28.2,89,318,0.42,890,Rawas Ulu,Sedang
D13545,30.7,83,33,0.43,934,Rawas Ulu,Sedang
D13546,31.2,77,99,0.47,910,Rawas Ulu,Sedang
D13547,31.0,87,531,0.4,941,Rawas Ulu,Sedang
D13548,29.5,89,522,0.41,909,Rawas Ulu,Sedang
D13549,32.0,89,1518,0.38,922,Rawas Ulu,Tinggi
D13550,28.7,88,1170,0.42,859,Rawas Ulu,Sedang
D13551,30.0,88,1500,0.45,918,Rawas Ulu,Sedang
D13552,30.3,91,534,0.43,853,Rawas Ulu,Sedang
D13553,28.5,91,357,0.41,820,Rawas Ulu,Sedang
D13554,28.7,87,252,0.4,918,Rawas Ulu,Sedang
D13555,30.7,86,321,0.47,849,Rawas Ulu,Sedang
D13556,28.5,88,444,0.44,920,Rawas Ulu,Sedang
D13557,31.9,83,480,0.4,931,Rawas Ulu,Tinggi
D13558,30.9,81,0,0.46,899,Rawas Ulu,Sedang
D13559,30.2,85,99,0.44,891,Rawas Ulu,Sedang
D13560,32.0,83,30,0.39,916,Rawas Ulu,Tinggi
D13561,29.4,85,207,0.46,880,Rawas Ulu,Sedang
D13562,30.0,86,243,0.4,898,Rawas Ulu,Sedang
D13563,31.4,87,237,0.4,918,Rawas Ulu,Sedang
D13564,32.2,88,345,0.38,867,Rawas Ulu,Tinggi
D13565,30.7,85,495,0.46,917,Rawas Ulu,Sedang
D13566,29.8,89,345,0.42,903,Rawas Ulu,Sedang
D13567,29.3,88,213,0.46,903,Rawas Ulu,Sedang
D13568,28.7,87,336,0.44,935,Rawas Ulu,Sedang
D13569,31.3,87,243,0.39,864,Rawas Ulu,Sedang
D13570,30.6,89,384,0.39,916,Rawas Ulu,Sedang
D13571,29.6,86,156,0.41,887,Rawas Ulu,Sedang
D13572,30.5,88,348,0.46,853,Rawas Ulu,Sedang
D13573,29.0,86,324,0.48,933,Rawas Ulu,Sedang
D13574,30.4,88,81,0.44,899,Rawas Ulu,Sedang
D13575,30.1,89,549,0.47,859,Rawas Ulu,Sedang
D13576,30.0,85,186,0.46,882,Rawas Ulu,Sedang
D13577,30.2,88,258,0.46,865,Rawas Ulu,Sedang
D13578,30.9,85,378,0.42,908,Rawas Ulu,Sedang
D13579,30.6,90,588,0.41,949,Rawas Ulu,Sedang
D13580,30.1,89,711,0.42,878,Rawas Ulu,Sedang
D13581,29.0,91,501,0.46,853,Rawas Ulu,Sedang
D13582,32.2,91,486,0.4,884,Rawas Ulu,Tinggi
D13583,30.3,90,609,0.44,889,Rawas Ulu,Sedang
D13584,28.4,91,681,0.4,915,Rawas Ulu,Sedang
D13585,29.6,91,954,0.41,921,Rawas Ulu,Sedang
D13586,29.6,90,402,0.4,909,Rawas Ulu,Sedang
D13587,30.5,87,291,0.39,898,Rawas Ulu,Sedang
D13588,29.7,87,831,0.44,831,Rawas Ulu,Sedang
D13589,30.6,87,51,0.42,861,Rawas Ulu,Sedang
D13590,29.7,90,405,0.42,827,Rawas Ulu,Sedang
D13591,29.3,90,1038,0.42,843,Rawas Ulu,Sedang
D13592,30.2,91,786,0.39,855,Rawas Ulu,Sedang
D13593,29.0,89,306,0.41,947,Rawas Ulu,Sedang
D13594,29.1,91,492,0.41,856,Rawas Ulu,Sedang
D13595,29.6,90,312,0.45,928,Rawas Ulu,Sedang
D13596,28.3,91,921,0.48,856,Rawas Ulu,Sedang
D13597,29.4,89,246,0.45,940,Rawas Ulu,Sedang
D13598,30.1,90,498,0.45,862,Rawas Ulu,Sedang
D13599,32.3,91,315,0.4,908,Rawas Ulu,Tinggi
D13600,30.4,88,363,0.43,904,Rawas Ulu,Sedang
D13601,30.4,91,255,0.45,899,Rawas Ulu,Sedang
D13602,30.2,90,669,0.45,871,Rawas Ulu,Sedang
D13603,30.1,91,369,0.47,892,Rawas Ulu,Sedang
D13604,31.1,90,135,0.39,913,Rawas Ulu,Sedang
D13605,31.1,85,42,0.46,928,Rawas Ulu,Sedang
D13606,31.3,86,210,0.43,889,Rawas Ulu,Sedang
